gender,height,handsize,age,gaming,chat,maps,video,social,reading,total_minutes,days_ago,years_ago,discount,phone_id,brand,size_cat,price,screen_size
female,63.2,6.74,18,1.369401265,271.7216003,355.6840224,231.2927109,85.63444636,381.3031214,1327.005303,81.77184238,1,,S1,samsung,s,799,6.1
female,69.6,8.13,19,234.3748285,488.9990801,123.7220926,298.4113362,361.8038087,126.9380494,1634.2491955209,33.2095202,1,,H2,huawei,l,799,6.3
female,67.3,7.91,18,378.3699191,211.9611455,79.79691646,576.9569817,45.63474586,0,1292.719709,26.83356477,1,A2,H2,huawei,l,799,6.3
male,66.3,6.03,20,184.7936651,225.3677054,195.1815045,206.5273695,122.9881678,259.8936133,1194.752026,1063.465435,3,A2,H1,huawei,s,599,5.2
female,63.8,6.52,18,151.6998373,362.8426169,84.1521459,392.0280715,379.75613,25.80274324,1396.281545,743.6172477,3,,A1,apple,s,749,5.5
female,64,6.71,20,179.5644439,300.0980516,132.8347389,253.7251119,396.2849336,259.7668546,1522.274135,62.06502559,1,,A2,apple,l,999,6.5
male,70.1,7.86,19,187.3532995,266.1989595,31.84599392,250.1441701,89.5336437,135.5990476,960.6751144,667.5655573,2,,A1,apple,s,799,5.8
male,67.4,6.51,21,84.1253475,449.5833238,103.8315278,353.8218722,272.5315596,108.8268493,1372.72048,1094.723963,3,,A2,apple,l,899,5.8
male,67.1,7.98,19,115.9932041,360.9726188,132.7528344,355.7113999,355.4849955,94.14604963,1415.061102,159.933778,1,S1,S1,samsung,s,719.1,6.1
male,68.3,6.67,20,266.8142086,322.5261136,88.91979445,303.2410015,346.6555811,168.3556173,1496.512317,889.5190097,3,,A1,apple,s,749,5.5
female,67.5,7.21,19,164.7130996,411.1866597,95.56378401,337.1012849,411.0652832,173.9801934,1593.610305,580.6231376254,2,,A2,apple,l,899,6.1
male,73,8.51,22,191.5490071,346.5449987,119.9000809,276.259735,306.8815551,89.954321,1331.0896977787,701.2369427,2,,A2,apple,l,899,6.1
female,61.7,5.6,18,420.9038825,156.414639,69.43783815,431.5140711,93.72079316,94.3954816,1266.3867055199,289.4464506,1,,H2,huawei,l,799,6.3
female,64.2,6.57,18,71.72950441,229.5615923,271.7410593,231.1750321,85.61718513,354.0786632,1243.903036,379.5062174,2,H2,A1,apple,s,799,5.8
male,65.8,6.6,19,127.3394353,474.2759488,140.6374269,258.3297416,413.0865537,130.9786643,1544.647771,812.6937961,3,S1,A1,apple,s,749,5.5
female,61.1,6.31,19,243.6046064,359.4500943,90.61741809,241.0195243,245.9768141,56.72968074,1237.398138,366.9210629,2,,A1,apple,s,799,5.8
female,61.6,6.44,21,250.2211999,282.4274432,60.42969833,573.7183055,122.5409834,55.52689298,1344.864523,216.8291234,1,S1,S1,samsung,s,719.1,6.1
male,64.7,5.72,19,342.8074827,139.2461233,63.61688222,279.5741744,154.9805826,94.62981704,1074.855062,959.9882114,3,,H1,huawei,s,599,5.2
female,56.2,4.96,19,77.09592888,468.2484767,129.2174113,241.5850589,319.4231783,78.01847442,1313.5885284582,775.1841476,3,,A1,apple,s,749,5.5
female,67,7.46,18,231.0248191,135.446892,229.9954996,229.3341706,184.4313758,239.8641998,1250.096957,801.847713,3,H1,H2,huawei,l,699,5.7
male,70.6,7.41,21,185.1860032,343.9624527,137.2310538,216.6432809,314.7747565,86.00176236,1283.799309,767.7841288,3,,A2,apple,l,899,5.8
female,60.8,5.25,19,511.1389729,206.5887228,50.70236796,593.9447035,180.6571644,42.95618571,1585.988117,1025.296189,3,,A2,apple,l,899,5.8
female,67.7,7.93,21,118.0990424,291.1952142,158.5596882,400.056082,114.5386217,176.3704836,1258.819132,903.819951,3,S2,S1,samsung,s,699,5.6
female,71,7.9,19,340.0473256,213.0621377446,42.05199875,306.7264178,171.157387,130.2643491,1203.309616,275.8700662,1,,S1,samsung,s,799,6.1
female,54.1,5.47,19,457.6297001,140.2965157,79.42171047,481.6079695,86.41526855,0,1245.371164,216.30708,1,,H2,huawei,l,799,6.3
male,73.1,8.17,21,177.9691485,343.563859,128.8396371,279.6139103,224.7354463,150.4255965,1305.147598,220.9467033,1,,A1,apple,s,849,6
female,68.8,8.48,20,183.2483845,301.498259,163.9370177,320.7889958,295.1881761,0.039840308,1264.700673,882.4084994,3,A2,A2,apple,l,809.1,5.8
male,69.7,8.22,21,555.9140859,199.7527231,91.47064231,496.5067548,209.8157257,0,1553.459932,8.213265091,1,H1,S2,samsung,l,899,6.8
male,67.4,7.45,19,347.8930054,175.0020476,40.69853129,291.6280838,78.39094208,150.016487,1083.629097215,852.8826585,3,,A1,apple,s,749,5.5
female,59.7,6.25,21,92.45226331,416.0026022,86.88177889,386.0701218,331.4775099,78.06981054,1390.954087,852.0346357,3,S2,S2,samsung,l,719.1,5.9
female,60.6,6.53,22,157.3161559,278.9909211,157.5637547,210.1646105,264.1907613,82.00691263,1150.233116,1088.724658,3,S1,S1,samsung,s,629.1,5.6
female,61.5,6.6,19,131.6447843,154.3019047,67.7621654,391.1895076,61.66977135,176.773254,983.3413873,874.0974062,3,,A1,apple,s,749,5.5
female,55.8,4.71,18,604.5562139,123.4296208,52.37405805,659.1559624,0,0,1439.5158551148,678.7881116,2,,S1,samsung,s,749,5.8
male,67,7.07,22,40.16083522,211.1994946,285.1246601,215.2440953,143.551436,349.4657522,1244.746273,1003.0914887893,3,S1,A2,apple,l,899,5.8
female,67.8,7.99,19,351.4276577,312.4429178,42.77184519,567.501178,189.9726926,16.79743255,1480.913724,974.6307615,3,,A2,apple,l,899,5.8
female,61.1,5.68,22,442.4223174,282.0199952,22.61481681,517.8181249,191.6644832,97.78521865,1554.324956,3.664008095,1,,S1,samsung,s,799,6.1
female,70.1,8.53,21,348.7654977,222.4519034,49.37084005,392.4516729,177.9881185,17.03479503,1208.062828,560.3153407,2,,S1,samsung,s,749,5.8
male,69,6.74,19,0,417.8583161,268.2254168,263.2395831,62.70787381,381.579404,1393.610594,21.73279589,1,H2,S1,samsung,s,799,6.1
female,64.4,6.66,19,234.5923827,314.7813725,138.8572153,245.954726,271.5976938,203.4778026,1409.261193,544.5899638,2,,S2,samsung,l,849,6.3
male,70.8,7.31,19,444.231761,132.2748898,34.20157048,578.6700147,51.21868829,9.562824139,1250.159748,824.2849173,3,,A2,apple,l,899,5.8
female,60.4,5.41,19,141.1138411,405.0319898,130.9509399,290.539544,294.5928561,189.2035408,1451.432712,1048.849342,3,,S1,samsung,s,699,5.6
male,66.6,6.33,21,369.255961,177.9216224,7.324018675,463.8697829,210.4714876,16.43147155,1245.274344,559.1682644,2,,H2,huawei,l,749,6
female,62.4,7.44,20,76.7943976,227.7781144,198.352775,239.5872963,115.8925688,301.7554611,1160.160613,83.92230182,1,,S1,samsung,s,799,6.1
female,70.9,7.97,20,189.2731594,310.0786591,93.10565318,277.0667902,264.7160368,125.5067129,1259.7470115601,417.0800519,2,,A1,apple,s,799,5.8
female,65.7,7.08,21,165.5340827,225.9266081,87.52943814,255.759249,164.5922354,190.8868996,1090.228513,218.7758877,1,,A2,apple,l,999,6.5
female,63.6,6.48,20,228.6937665,278.6446856,95.88378624,470.6697557,209.053884745,65.3405994,1348.286478,465.8374558,2,,H2,huawei,l,749,6
female,59.7,5.67,20,149.6584125,285.388295,188.7376515,231.9815769,128.6313742,210.8580065,1195.255317,637.9950906,2,A2,S1,samsung,s,749,5.8
male,68.9,6.5,21,385.4414688,80.37654914,65.8715212,639.0861669,72.32399931,0,1243.099705,10.24857933,1,H1,S1,samsung,s,799,6.1
male,70.5,7.55,20,31.28809065,276.4987996,271.2201816,246.7300837,122.5801766,351.6125018,1299.9298340582,277.1371671,1,,S2,samsung,l,899,6.8
female,62.6,5.84,19,287.8795245,213.4581636,46.76055122,355.9207879,162.1302929,83.19809067,1149.347411,330.9339273,1,,A1,apple,s,849,6
female,60.6,6.43,20,162.4397871,369.1604657,129.3355023,352.6141576,265.951447,75.02120989,1354.52257,76.43903751,1,H2,A1,apple,s,849,6
male,66,6.58,18,290.1506539,249.5240099583,55.49768023,484.2975312,129.4241475,52.76672108,1261.660744,185.9542457,1,H1,H2,huawei,l,799,6.3
female,63.1,7.14,23,547.6312975,83.82372724,74.02484053,594.4895689,68.60717728,146.7845397,1515.361151,915.4139439,3,,A2,apple,l,899,5.8
male,70.4,8.13,20,185.9972202,374.692023,109.086337,251.1839988,364.6241617,125.560762,1411.1445025422,662.9077554,2,,S2,samsung,l,849,6.3
female,67.8,8.5,22,478.6828384,229.04101,72.37690683,623.4668046,149.6719634,0,1553.239523,277.7064485,1,,A2,apple,l,999,6.5
female,58.8,5.12,19,285.0718851,123.3771513,98.33950686,343.5455041,151.9026445,138.9198851,1141.156577,131.255559,1,,S1,samsung,s,799,6.1
female,60.9,5.39,19,140.9295582,178.3901252,19.19171524,201.7268761,117.6533388,192.003103,849.8947165,487.4305915,2,A2,H2,huawei,l,749,6
male,62.2,5.18,21,168.8342717,325.4133581,156.1475575,217.9573304,160.9515374,197.7918671,1227.095922,366.3010839,2,H2,S1,samsung,s,749,5.8
female,64.4,6.98,20,160.8741895,378.5884189,132.7738906,217.8353412,337.1480516,107.326809,1334.546701,925.189337,3,H2,A1,apple,s,749,5.5
male,71.6,7.66,20,144.7260524,398.5855666,78.19057238,352.7081429,250.5255394,124.5559052,1349.291779,709.9487203,2,,A1,apple,s,799,5.8
female,65,7.28,22,316.39906,113.8827637,73.12242925,454.6827585,83.85897203,75.99111922,1117.937103,664.8459387,2,A2,S1,samsung,s,749,5.8
female,68.8,7.66,21,58.48445432,330.1356158,229.7573058,233.2081994,125.6603652,266.2310478,1243.476988,130.2153876,1,S1,S1,samsung,s,719.1,6.1
female,66.3,7.54,21,222.8661064,367.5338064,131.2930451,435.6955448,299.878214,153.0708845,1610.3376011431,548.6116266,2,,A2,apple,l,899,6.1
female,61.7,5.98,19,433.5594784,155.4795846,50.11127711,500.1433672,89.33964436,42.3660132,1270.999365,546.4251784,2,,S2,samsung,l,849,6.3
female,69.6,8.8,19,327.132578,256.4176717,65.51238579,508.2193272,162.5098356,113.3609297,1433.152728,155.8107933,1,S2,H2,huawei,l,799,6.3
female,65.7,6.79,19,421.2177135,204.1111225,51.77883327,572.4406594,118.7037647,0,1368.252093,453.0081844,2,,S1,samsung,s,749,5.8
female,66.2,7.28,21,501.4741853,182.8365698,61.30264431,429.3441219,215.5971098,71.73204263,1462.286674,1039.762331,3,,A1,apple,s,749,5.5
male,66.1,6.21,19,458.7173282,169.908345,20.04221475,589.8551648,77.35169487,19.0379574,1334.912705,639.7143753,2,,A1,apple,s,799,5.8
female,63,6.65,22,606.877662,178.7389176,39.65880265,634.1076496,180.0235898,53.06227419,1692.468896,102.7569087,1,A2,A2,apple,l,899.1,6.5
male,65,6.62,18,323.3731602,198.4495566,115.9240125,208.1638574,257.3588795,56.86944463,1160.138911,694.5935548,2,H2,S1,samsung,s,749,5.8
female,63.7,6.98,18,43.90301991,204.8117941,29.51507354,293.7130971,210.7062779,19.44036573,802.0896283,114.2680009,1,,H2,huawei,l,799,6.3
female,69.3,7.83,19,408.9511238,194.6581311,82.05027148,446.6290081,110.456158,54.39385007,1297.138543,560.1303264,2,S1,S1,samsung,s,674.1,5.8
female,62.2,6.78,19,244.302917,329.8554652,90.60237335,298.6391572,288.5477603,75.5192295,1327.466902,726.3221734,2,,S1,samsung,s,749,5.8
female,64.3,7.07,20,249.6191852,152.5741143,116.5443068,250.3329681,197.4611602,145.1868646,1111.718599,701.9646414,2,,H1,huawei,s,699,5.7
female,67,7.59,21,265.0939857,393.5734564,135.1560679,262.2573528,345.8466657,136.4666104,1538.394139,879.2096832,3,,S1,samsung,s,699,5.6
female,57.8,4.79,19,117.8137736,411.0920966,76.2238022,262.0803268,273.9638864,166.207364,1307.3812496346,570.2263366,2,H2,A1,apple,s,799,5.8
female,58.7,5.78,21,294.1337709,275.277617,109.3657442,226.6934579,177.6501859,86.44533578,1169.566112,792.7717231,3,S2,A1,apple,s,749,5.5
female,60.4,5.1,18,14.53387382,316.1638354,234.3001199,264.8457621,93.3895546,388.1625637,1311.395709,272.5693086,1,,A1,apple,s,849,6
male,70.2,6.76,18,75.47835791,263.0382958,282.3349979,200.8186212,119.2016921,342.979214,1283.851179,163.7023084,1,H1,S1,samsung,s,799,6.1
female,64.3,6.62,19,343.4447892,297.6724041,151.0580299,321.0618644,337.1530768,72.77903893,1523.169203,198.011,1,,H2,huawei,l,799,6.3
male,73.4,8,20,349.7267852,152.6460813,36.00691172,514.2687525,136.5372968,119.8128136,1308.998641,303.1279433,1,S2,S2,samsung,l,809.1,6.8
female,59.2,5.68,20,56.15257762,221.9876927,8.043180687,305.4520099,102.5672111,68.58777277,762.7904447,767.8269337,3,H2,H1,huawei,s,599,5.2
female,62.3,7.14,20,454.7370932,151.7142562,43.01558441,512.7871042,149.4753465,5.748582546,1317.477967,433.8412229,2,A2,S2,samsung,l,849,6.3
male,62.1,5.07,22,311.7173166,241.8931669,139.7914229,283.6783679,209.0554588,30.89215514,1217.027888,298.3426568,1,,H1,huawei,s,749,5.9
male,74.7,8.93,18,189.3227907353,344.2212186,117.1023126,248.2904282,325.6500544,167.5505517,1392.1373560934,531.6607512,2,A1,A2,apple,l,899,6.1
female,68.2,8.23,21,574.2843788,162.6554314,92.73510752,638.9748673,99.14600879,0,1567.795794,546.1819107,2,,S2,samsung,l,849,6.3
female,61.5,5.31,20,87.51712222,192.5268771,221.9765077,200.5517681,90.39536145,343.82296,1136.790597,479.3013269,2,S1,A1,apple,s,799,5.8
male,68.3,6.42,18,121.8170906,222.8609582,301.7922191,219.1764469,74.83312617,338.5110685,1278.99091,620.766472,2,,S1,samsung,s,749,5.8
male,68.7,8.22,21,13.29508403,335.7987907,301.0123194,241.5415601,70.9900824,361.2272839,1323.865121,273.8679393,1,H2,S1,samsung,s,799,6.1
male,75.3,8.97,19,233.261839,209.5916162,19.87019513,545.0599302,93.03857938,92.10239634,1192.924556,812.3885095,3,A2,S2,samsung,l,799,5.9
male,69.3,7.37,21,125.6359365,261.0811888,127.5781201,372.8708236,161.0381707,180.2172862,1228.421526,446.5709026,2,S1,A1,apple,s,799,5.8
male,70.6,8.51,19,0,376.0218273,321.1622961,271.8744876,119.7305359,381.6247968,1470.413944,363.0518196,1,A1,A1,apple,s,764.1,6
female,66.7,7.86,20,296.8921221,169.2977201,112.1801699,418.1448708,109.6816738,7.619630783,1113.8161875954,406.0015084,2,A2,A2,apple,l,809.1,6.1
female,66.7,6.53,20,419.9565713,171.2577471,91.94814313,481.1884977,106.314845,51.40209362,1322.067898,343.1395254,1,,A1,apple,s,849,6
female,57.5,5.68,21,400.5586664,161.2686515,87.61440505,515.5097416,70.52291761,49.21719132,1284.691573,223.9320378,1,S1,H1,huawei,s,749,5.9
female,66.9,7.27,19,243.5342476,318.0762261,51.10487353,299.8742505,304.3897247,100.9174117,1317.896734,575.7032281,2,A1,S2,samsung,l,849,6.3
female,60.4,5.45,23,141.4910240333,438.9312947,92.76819438,281.7919931,286.7005029,117.8330926,1359.516102,133.1393871,1,H1,H1,huawei,s,674.1,5.9
female,63.9,5.9,19,346.8201316,243.9399474,37.25178218,407.0309481,270.3770883,98.68867014,1404.108568,527.7893943,2,S2,A2,apple,l,899,6.1
male,62.6,4.53,20,303.376866,190.7788804,39.92358653,565.477795,115.7403541,0,1215.2974819952,782.0638036,3,A1,S1,samsung,s,699,5.6
male,69.9,7.7,19,148.7678537,244.2066971,150.8321081,268.3369064,167.4606102,209.2501241,1188.8543,594.4282759,2,H2,S2,samsung,l,849,6.3
female,60.1,6.19,19,254.6083012,63.84841068,56.09185105,242.4294109,41.51780124,144.7867134,803.2824885,231.2489632,1,H2,A1,apple,s,849,6
female,55.5,3.73,18,58.28700781,373.8942059,65.91027507,325.9317854,289.1208657,101.232488,1214.376628,869.1841198,3,,A1,apple,s,749,5.5
male,63.5,4.98,22,199.0596555,443.6132473,153.5033475,376.9685776,372.7629914,68.17138142,1614.079201,799.1747444,3,H1,A2,apple,l,899,5.8
female,58.5,5.78,18,334.8144494,141.9596121,69.5498088,592.7770136,71.37838016,0,1210.479264,977.7368704,3,S1,S1,samsung,s,629.1,5.6
male,71.1,8.15,19,269.2861775,268.5857234,157.6075445,357.1207089,218.1818901,156.384941,1427.166985,373.1389867,2,H1,A1,apple,s,799,5.8
male,70.3,7.99,20,363.0926934,107.4675511,52.66657944,542.8212817,140.3926776,93.65893896,1300.099722,915.8603242,3,,A2,apple,l,899,5.8
male,71.5,7.69,20,270.285385,154.103649,76.1015186,363.5086135,32.38244919,121.0877304,1017.469346,540.2084034,2,S2,S2,samsung,l,764.1,6.3
male,67.4,6.68,18,210.2681161,315.3670351,101.5008508,239.3440575,201.6442274,50.85491112,1118.979198,853.5100424,3,H2,A1,apple,s,749,5.5
female,64.7,6.26,22,98.42980273,303.271697,36.44322036,196.5583267,242.8871169,90.02408649,967.6142503,196.9242842,1,,A1,apple,s,849,6
male,70.6,8.1,20,172.6063473,435.0147507,112.1287432,236.1174077,385.6816146,179.6126073,1521.161471,838.8347619,3,H1,S2,samsung,l,799,5.9
female,63.7,6.46,20,297.7701556,113.9304588,99.02967003,253.9660629,172.569769,167.4559191,1104.722035,114.8731732,1,,H2,huawei,l,799,6.3
female,59.7,5.24,21,192.1169988,355.1290121,129.4213274,233.8506193,255.495192,85.45327597,1251.466426,626.5848538,2,,A1,apple,s,799,5.8
female,68.4,8.25,18,195.9987754,138.2371482,103.3495407,387.6892923,192.0402142,4.5967431,1021.911714,1070.2077729837,3,,A1,apple,s,749,5.5
male,74.9,8.83,19,305.2058385,120.6868104,56.88271959,407.6540688,136.2778012,72.26857904,1098.975818,697.070611,2,,S1,samsung,s,749,5.8
male,76.1,9.86,20,103.6142724,214.899292,248.6236399,228.3557761,102.9023626,354.6779766,1253.07332,44.28919209,1,H2,H2,huawei,l,719.1,6.3
male,72.2,8.16,20,125.0828212,233.2098684,289.5509801,164.1670617,91.63139836,358.0844447,1261.726574,978.9884531,3,,A1,apple,s,749,5.5
male,68.6,7.34,20,82.10750987,184.008711,253.0548331,206.9558846,62.72798008,341.2312145,1130.086133,490.2779704,2,,S1,samsung,s,749,5.8
male,68.8,7.45,19,185.6603359,265.5932275,112.0433532,243.6926445,169.7125952252,88.85595856,1065.558115,847.1084214,3,,S1,samsung,s,699,5.6
female,62.8,6.82,19,468.4259767,217.5088554,78.93989279,537.1778777,91.05526623,92.3023363,1485.410205,894.6602846,3,,A2,apple,l,899,5.8
female,63,6.31,19,240.1265081,205.5900222,77.61448028,227.5182749,234.982075,99.85732172,1085.688682,446.9809438,2,,S1,samsung,s,749,5.8
female,63.8,7.23,22,0,504.4149388,290.2677073,262.5876186,96.22167441,295.825436,1449.317375,487.6158314,2,S1,S2,samsung,l,849,6.3
male,62.5,5.73,20,36.69329571,331.2980642,172.094265,217.4053327,227.1216624,254.8553656,1239.467986,232.1370249,1,,S1,samsung,s,799,6.1
female,64,7.77,19,0,447.7871679,298.0589593,319.6762462,109.9068183,352.5896754,1528.018867,295.0866473,1,,S2,samsung,l,899,6.8
male,70,7.07,22,102.2132406,396.349185,133.9114842,247.7087104,405.3096931,119.9974667,1405.4897800037,590.6568662,2,S1,H2,huawei,l,749,6
male,66,6.28,19,533.6836383999,275.3493273,96.62682193,565.7937176,159.1727691575,92.9691054,1723.59538,71.37795936,1,,H1,huawei,s,749,5.9
male,63.2,5.91,19,151.977283,391.8771782,78.08228978,330.6834899,350.7462536,120.2862459,1423.65274,317.4514785,1,H2,H1,huawei,s,749,5.9
female,62.6,6.28,19,636.5640276,149.8770055,73.10466546,561.6671604,168.7793594,50.92301425,1640.915233,508.6382229,2,,S1,samsung,s,749,5.8
male,58.6,4.83,19,43.08684696,332.335794,204.030981,231.003627,177.0624197,247.2781685,1234.7978371203,583.8336084,2,,A1,apple,s,799,5.8
female,70.5,8.23,19,278.2774803,121.4809878859,116.8983777,462.3629231,148.0465597,26.49489831,1153.561227,573.6389008,2,,S2,samsung,l,849,6.3
male,71.5,7.96,20,136.9345928,347.4412171,128.4607105,316.8520933,319.6116422,164.6938311,1413.994087,562.8823857,2,A2,S1,samsung,s,749,5.8
female,60.2,5.68,20,389.5377566,175.3273766,74.25966967,561.5393602,82.42971567,0,1283.093879,1014.668891,3,H2,S1,samsung,s,699,5.6
female,64.1,6.73,19,283.2319018,260.0641251,108.2703104,301.723572,244.0958403,94.2791649,1291.664915,50.58871621,1,S1,S1,samsung,s,719.1,6.1
female,63.4,6.65,19,0,433.8158645,140.6985265,186.0493109,165.3763845,56.67829987,982.6183862,338.3391831,1,H2,A1,apple,s,849,6
male,63.6,5.13,20,95.46276616,399.7871452,139.1714064,235.757719,285.806646,168.7674654,1324.753148,1010.936211,3,H2,A2,apple,l,899,5.8
female,60.6,5.67,20,7.592215746,375.7593183,261.387467,238.7043366,158.2259493,282.5540037,1324.223291,432.816148,2,,S1,samsung,s,749,5.8
female,67.7,8.27,22,267.9018387,52.10712405,55.25992731,463.1667596,0,171.6772097,1010.112859,654.1261105,2,,S2,samsung,l,849,6.3
male,65.3,7.09,20,143.6748467,314.6673728,166.046398,225.9423324,111.5219591,235.6537185,1197.506628,830.8696115,3,H1,H2,huawei,l,699,5.7
female,61.1,6.16,20,209.4310977,203.9927611,69.92512729,425.2754716,164.9764656,118.4876142,1192.088537,200.0296023,1,,H1,huawei,s,749,5.9
male,66.7,5.92,20,336.2563311,161.0488313,61.86251267,444.6437488,31.31186265,148.7497251,1183.873012,447.9999581,2,A2,A2,apple,l,809.1,6.1
male,73.4,9.38,19,0,354.7998383,303.7851819,263.9870598,105.9181544,344.7636332,1373.253868,497.8016359,2,S2,A2,apple,l,899,6.1
male,68.6,7.82,21,206.8684492,289.7707748,224.6966516,272.6444458,130.1386358,213.2980372,1337.416994,540.1070147,2,,S2,samsung,l,849,6.3
female,66.2,7.31,19,166.1543995,315.3857409,122.0576209,304.5921693,265.1382546,122.4508201,1295.779005,1070.710479,3,,S2,samsung,l,799,5.9
female,67,7.74,19,222.9493425,350.1016684,75.58959869,277.4862666,251.2276145,117.3442694,1294.69876,570.5692411,2,,H1,huawei,s,699,5.7
male,67.9,7.62,21,154.9247373,488.89919,70.69335373,212.638548,407.6684153,179.9329629,1514.757207,520.1385842,2,,A1,apple,s,799,5.8
female,59.6,6.07,19,0,396.0938945,306.7822403,293.9734916,106.3322272,424.0680876,1527.249941,666.0887118,2,,S2,samsung,l,849,6.3
male,69.8,8.18,19,461.7588142,150.5430087,99.1063946,584.1950072,108.2290826,0,1403.832307,269.3901237,1,S2,S1,samsung,s,799,6.1
